-1.138420043945312500e+03,1.144409179687500000e-05,-6.103515625000000000e-05,8.010864257812500000e-05,-6.103515625000000000e-05,2.288818359375000000e-05,-2.670288085937500000e-05,-5.340576171875000000e-05,-4.577636718750000000e-05,-2.288818359375000000e-05,-2.670288085937500000e-05,-3.051757812500000000e-05,-3.814697265625000000e-05
-1.138420043945312500e+03,1.144409179687500000e-05,-6.103515625000000000e-05,8.010864257812500000e-05,-6.103515625000000000e-05,2.288818359375000000e-05,-2.670288085937500000e-05,-5.340576171875000000e-05,-4.577636718750000000e-05,-2.288818359375000000e-05,-2.670288085937500000e-05,-3.051757812500000000e-05,-3.814697265625000000e-05
-1.132977783203125000e+03,7.690624237060546875e+00,7.672760009765625000e+00,7.643268585205078125e+00,7.601730346679687500e+00,7.548667907714843750e+00,7.483829498291015625e+00,7.407518386840820312e+00,7.319789886474609375e+00,7.220796585083007812e+00,7.110645294189453125e+00,6.989532470703125000e+00,6.857620239257812500e+00
-1.129765747070312500e+03,1.222965621948242188e+01,1.220123291015625000e+01,1.215427017211914062e+01,1.208831787109375000e+01,1.200390625000000000e+01,1.190083694458007812e+01,1.177948188781738281e+01,1.163998031616210938e+01,1.148253822326660156e+01,1.130737686157226562e+01,1.111479187011718750e+01,1.090503692626953125e+01
-1.128287719726562500e+03,1.431827926635742188e+01,1.428503417968750000e+01,1.423001480102539062e+01,1.415281677246093750e+01,1.405397033691406250e+01,1.393332290649414062e+01,1.379123878479003906e+01,1.362791061401367188e+01,1.344358253479003906e+01,1.323849105834960938e+01,1.301302337646484375e+01,1.276744842529296875e+01
-1.127330566406250000e+03,1.567075729370117188e+01,1.563439941406250000e+01,1.557419204711914062e+01,1.548970031738281250e+01,1.538150024414062500e+01,1.524946975708007812e+01,1.509395790100097656e+01,1.491520309448242188e+01,1.471344947814941406e+01,1.448899459838867188e+01,1.424222564697265625e+01,1.397345733642578125e+01
-1.126618652343750000e+03,1.667695236206054688e+01,1.663824462890625000e+01,1.657416152954101562e+01,1.648425292968750000e+01,1.636911010742187500e+01,1.622859573364257812e+01,1.606310462951660156e+01,1.587286758422851562e+01,1.565816688537597656e+01,1.541929244995117188e+01,1.515667724609375000e+01,1.487065887451171875e+01
-1.126051757812500000e+03,1.747803878784179688e+01,1.743746948242187500e+01,1.737030410766601562e+01,1.727607727050781250e+01,1.715541076660156250e+01,1.700815200805664062e+01,1.683471107482910156e+01,1.663533401489257812e+01,1.641031837463378906e+01,1.615998458862304688e+01,1.588474464416503906e+01,1.558498382568359375e+01
-1.125583251953125000e+03,1.813999557495117188e+01,1.809793090820312500e+01,1.802823257446289062e+01,1.793041992187500000e+01,1.780517578125000000e+01,1.765233230590820312e+01,1.747233009338378906e+01,1.726539993286132812e+01,1.703186988830566406e+01,1.677204513549804688e+01,1.648637580871582031e+01,1.617527008056640625e+01
-1.125180297851562500e+03,1.870939254760742188e+01,1.866601562500000000e+01,1.859408950805664062e+01,1.849324035644531250e+01,1.836405944824218750e+01,1.820642471313476562e+01,1.802077674865722656e+01,1.780734634399414062e+01,1.756647682189941406e+01,1.729850387573242188e+01,1.700387001037597656e+01,1.668299102783203125e+01
-1.124835571289062500e+03,1.919648361206054688e+01,1.915197753906250000e+01,1.907818984985351562e+01,1.897470092773437500e+01,1.884216308593750000e+01,1.868042373657226562e+01,1.848993873596191406e+01,1.827096176147460938e+01,1.802382850646972656e+01,1.774886703491210938e+01,1.744655799865722656e+01,1.711733245849609375e+01
-1.124524536132812500e+03,1.963605880737304688e+01,1.959051513671875000e+01,1.951504898071289062e+01,1.940919494628906250e+01,1.927362060546875000e+01,1.910817337036132812e+01,1.891332435607910156e+01,1.868933486938476562e+01,1.843653297424316406e+01,1.815528488159179688e+01,1.784605598449707031e+01,1.750929260253906250e+01
-1.124246948242187500e+03,2.002836227416992188e+01,1.998190307617187500e+01,1.990491104125976562e+01,1.979695129394531250e+01,1.965866088867187500e+01,1.948991775512695312e+01,1.929117774963378906e+01,1.906270980834960938e+01,1.880486488342285156e+01,1.851798629760742188e+01,1.820258522033691406e+01,1.785909271240234375e+01
-1.123991210937500000e+03,2.038984298706054688e+01,2.034255981445312500e+01,2.026416397094726562e+01,2.015426635742187500e+01,2.001347351074218750e+01,1.984167861938476562e+01,1.963935279846191406e+01,1.940676498413085938e+01,1.914426612854003906e+01,1.885221481323242188e+01,1.853111457824707031e+01,1.818142700195312500e+01
-1.123924438476562500e+03,2.048411178588867188e+01,2.043661499023437500e+01,2.035788345336914062e+01,2.024746704101562500e+01,2.010601806640625000e+01,1.993344497680664062e+01,1.973017311096191406e+01,1.949650955200195312e+01,1.923279762268066406e+01,1.893938827514648438e+01,1.861680793762207031e+01,1.826550292968750000e+01
-1.123923217773437500e+03,2.048585128784179688e+01,2.043832397460937500e+01,2.035959243774414062e+01,2.024916076660156250e+01,2.010771179199218750e+01,1.993510818481445312e+01,1.973183631896972656e+01,1.949814987182617188e+01,1.923441505432128906e+01,1.894099044799804688e+01,1.861837196350097656e+01,1.826703643798828125e+01
-1.123924682617187500e+03,2.048386764526367188e+01,2.043634033203125000e+01,2.035760879516601562e+01,2.024719238281250000e+01,2.010575866699218750e+01,1.993318557739257812e+01,1.972991371154785156e+01,1.949625778198242188e+01,1.923253822326660156e+01,1.893914413452148438e+01,1.861656379699707031e+01,1.826526641845703125e+01
-1.123930419921875000e+03,2.047568893432617188e+01,2.042819213867187500e+01,2.034949111938476562e+01,2.023912048339843750e+01,2.009773254394531250e+01,1.992522048950195312e+01,1.972204017639160156e+01,1.948846817016601562e+01,1.922486305236816406e+01,1.893159103393554688e+01,1.860913276672363281e+01,1.825797271728515625e+01
-1.117211669921875000e+03,2.976554489135742188e+01,2.910126113891601562e+01,2.805394363403320312e+01,2.670422744750976562e+01,2.515089416503906250e+01,2.349724197387695312e+01,2.184017372131347656e+01,2.025942611694335938e+01,1.881099891662597656e+01,1.752453231811523438e+01,1.640511512756347656e+01,1.543816375732421875e+01
-1.050158569335937500e+03,8.484711456298828125e+01,5.210562515258789062e+01,7.146107482910156250e+01,5.250059890747070312e+01,1.162925720214843750e+01,1.865578079223632812e+01,2.604401588439941406e+01,1.566001892089843750e+00,-6.621276855468750000e+00,4.319232940673828125e+00,-6.990051269531250000e-02,-9.004970550537109375e+00
-9.605505371093750000e+02,1.655023193359375000e+02,5.719192886352539062e+01,4.625314712524414062e+01,3.350894546508789062e+01,9.334800720214843750e+00,2.702172088623046875e+01,2.590264320373535156e+01,-1.131248474121093750e+01,-1.866216278076171875e+01,-1.631847381591796875e+00,-7.232269287109375000e+00,-2.415783309936523438e+01
-9.016316528320312500e+02,2.180476379394531250e+02,6.249527359008789062e+01,4.270282363891601562e+01,4.716945266723632812e+01,3.110893249511718750e+01,3.522673797607421875e+01,1.695789527893066406e+01,-1.570391082763671875e+01,-1.187677001953125000e+01,-3.284435272216796875e+00,-1.788063812255859375e+01,-2.576530075073242188e+01
-8.852081909179687500e+02,2.281768798828125000e+02,5.606515884399414062e+01,4.011789321899414062e+01,5.364969253540039062e+01,3.495532226562500000e+01,3.391945648193359375e+01,1.771642494201660156e+01,-1.281522369384765625e+01,-1.395110321044921875e+01,-9.801897048950195312e+00,-2.068747711181640625e+01,-2.445676803588867188e+01
-8.815513916015625000e+02,2.268550109863281250e+02,5.154758071899414062e+01,4.362582778930664062e+01,5.721814346313476562e+01,3.120025634765625000e+01,3.026186370849609375e+01,1.716524696350097656e+01,-1.355885314941406250e+01,-1.576847076416015625e+01,-1.360167503356933594e+01,-2.367906951904296875e+01,-2.335348129272460938e+01
-8.841520996093750000e+02,2.238093566894531250e+02,5.477023696899414062e+01,4.828155517578125000e+01,5.291608047485351562e+01,2.782617187500000000e+01,3.192736053466796875e+01,1.624131202697753906e+01,-1.285076904296875000e+01,-1.352468109130859375e+01,-1.314744377136230469e+01,-1.981728363037109375e+01,-1.996519088745117188e+01
-8.870697021484375000e+02,2.227356567382812500e+02,5.667508316040039062e+01,4.848617553710937500e+01,5.230421829223632812e+01,2.877885437011718750e+01,3.371724700927734375e+01,1.858780860900878906e+01,-1.086080932617187500e+01,-1.198710632324218750e+01,-1.011364173889160156e+01,-1.908732604980468750e+01,-2.343711471557617188e+01
-8.883939208984375000e+02,2.244304504394531250e+02,5.971371841430664062e+01,4.973428344726562500e+01,5.459334182739257812e+01,2.620576477050781250e+01,2.606517791748046875e+01,1.556056404113769531e+01,-1.008971405029296875e+01,-1.147808837890625000e+01,-9.073297500610351562e+00,-1.840146636962890625e+01,-2.349221420288085938e+01
-8.946392211914062500e+02,2.240337524414062500e+02,6.660806274414062500e+01,5.175722503662109375e+01,5.148804092407226562e+01,2.134560394287109375e+01,2.579444122314453125e+01,1.908465003967285156e+01,-1.316463470458984375e+01,-1.493713378906250000e+01,-4.762111663818359375e+00,-1.547139739990234375e+01,-2.415179061889648438e+01
-8.945189819335937500e+02,2.198718261718750000e+02,6.314957046508789062e+01,5.427101135253906250e+01,5.221103286743164062e+01,2.269306182861328125e+01,2.882685089111328125e+01,1.914570045471191406e+01,-9.772842407226562500e+00,-9.549110412597656250e+00,-5.238946914672851562e+00,-1.669107818603515625e+01,-2.330068588256835938e+01
-8.956483764648437500e+02,2.190772705078125000e+02,6.552499389648437500e+01,5.715567779541015625e+01,5.127418899536132812e+01,2.145258331298828125e+01,2.828861236572265625e+01,1.754358863830566406e+01,-9.592948913574218750e+00,-9.298591613769531250e+00,-5.927167892456054688e+00,-1.401708984375000000e+01,-2.226369857788085938e+01
-8.972089233398437500e+02,2.179589843750000000e+02,6.752090454101562500e+01,6.040052795410156250e+01,5.002228164672851562e+01,1.675796508789062500e+01,2.634081268310546875e+01,1.620244789123535156e+01,-1.264982604980468750e+01,-9.029617309570312500e+00,-4.879032135009765625e+00,-1.711321258544921875e+01,-2.357087326049804688e+01
-8.980364379882812500e+02,2.167338867187500000e+02,6.634225463867187500e+01,5.907402038574218750e+01,4.902309036254882812e+01,1.658689880371093750e+01,2.632527923583984375e+01,1.866080665588378906e+01,-7.523414611816406250e+00,-8.092391967773437500e+00,-7.651296615600585938e+00,-1.603186798095703125e+01,-2.061007308959960938e+01
-9.004962768554687500e+02,2.132223510742187500e+02,6.861746215820312500e+01,6.362670135498046875e+01,4.559447097778320312e+01,1.479652404785156250e+01,3.180402374267578125e+01,2.294806861877441406e+01,-7.043411254882812500e+00,-1.125571441650390625e+01,-8.424898147583007812e+00,-1.046386718750000000e+01,-1.895989608764648438e+01
-9.004090576171875000e+02,2.151064453125000000e+02,6.856448364257812500e+01,6.292095184326171875e+01,4.987236404418945312e+01,1.395955657958984375e+01,2.412623977661132812e+01,1.921360206604003906e+01,-6.430160522460937500e+00,-8.527877807617187500e+00,-8.060918807983398438e+00,-1.646634674072265625e+01,-2.243014144897460938e+01
-9.042856445312500000e+02,2.151860351562500000e+02,7.149984741210937500e+01,6.174201202392578125e+01,4.883174514770507812e+01,1.185858917236328125e+01,2.183491897583007812e+01,2.223545265197753906e+01,-5.003860473632812500e+00,-1.113209533691406250e+01,-6.438913345336914062e+00,-1.378603363037109375e+01,-2.435694503784179688e+01
-9.098409423828125000e+02,2.103044738769531250e+02,7.498260498046875000e+01,6.733857727050781250e+01,4.546741104125976562e+01,8.417457580566406250e+00,2.901564788818359375e+01,3.005404090881347656e+01,-4.751556396484375000e+00,-1.347012329101562500e+01,-6.486387252807617188e+00,-9.447586059570312500e+00,-1.894736099243164062e+01
-9.081431884765625000e+02,2.079382629394531250e+02,7.261367797851562500e+01,7.104148101806640625e+01,4.742502212524414062e+01,1.039265441894531250e+01,3.174886322021484375e+01,2.707332801818847656e+01,-5.515945434570312500e+00,-9.682106018066406250e+00,-1.013665199279785156e+01,-1.659947967529296875e+01,-1.943986892700195312e+01
-9.112960205078125000e+02,2.067279663085937500e+02,7.246347045898437500e+01,6.940718078613281250e+01,5.073735427856445312e+01,1.450368499755859375e+01,2.896216583251953125e+01,2.327311134338378906e+01,-6.882987976074218750e+00,-1.019212341308593750e+01,-8.335248947143554688e+00,-1.866033172607421875e+01,-2.697265243530273438e+01
-9.191152343750000000e+02,2.029556579589843750e+02,7.737274169921875000e+01,7.269907379150390625e+01,4.932686233520507812e+01,1.144119262695312500e+01,2.918247222900390625e+01,2.816402626037597656e+01,-4.702972412109375000e+00,-1.362606048583984375e+01,-8.524705886840820312e+00,-1.114010620117187500e+01,-2.004993820190429688e+01
-9.324869384765625000e+02,1.997092590332031250e+02,8.567260742187500000e+01,7.415213012695312500e+01,5.370744705200195312e+01,1.512567901611328125e+01,2.530693817138671875e+01,2.815452003479003906e+01,-2.750595092773437500e+00,-1.373160552978515625e+01,-5.934202194213867188e+00,-1.103861236572265625e+01,-2.144840621948242188e+01
-9.263020629882812500e+02,2.039905700683593750e+02,7.508709716796875000e+01,6.390480804443359375e+01,6.272862625122070312e+01,1.798400115966796875e+01,1.927751541137695312e+01,3.992136764526367188e+01,3.674625396728515625e+00,-2.930432891845703125e+01,-1.345152854919433594e+01,-1.161802673339843750e+01,-3.082783126831054688e+01
