4.179591834545135498e-01,1.229474134743213654e-02
8.475283384323120117e-01,2.543092705309391022e-03
1.277097463607788086e+00,3.556726733222603798e-03
1.718276619911193848e+00,8.820114657282829285e-03
2.159455776214599609e+00,4.956583492457866669e-03
2.600634813308715820e+00,1.968975178897380829e-03
3.041814088821411133e+00,5.086424760520458221e-03
3.471383094787597656e+00,2.291535260155797005e-03
3.912562370300292969e+00,1.471110619604587555e-03
4.353741645812988281e+00,4.646194865927100182e-04
4.794920444488525391e+00,3.619274357333779335e-04
5.236099720001220703e+00,2.638674923218786716e-04
5.677278995513916016e+00,3.535223731887526810e-05
6.106847763061523438e+00,4.192586988210678101e-02
6.536417007446289062e+00,2.704632654786109924e-02
6.965986251831054688e+00,1.160378567874431610e-02
7.395555496215820312e+00,3.736146492883563042e-03
7.825124740600585938e+00,1.813386450521647930e-03
8.243083953857421875e+00,1.906908815726637840e-03
8.684263229370117188e+00,5.980219575576484203e-04
9.125441551208496094e+00,3.815824748016893864e-04
9.566620826721191406e+00,2.085534069919958711e-04
1.000780010223388672e+01,5.363867603591643274e-05
1.042575931549072266e+01,3.550684050424024463e-05
1.084371852874755859e+01,1.264508227905025706e-05
1.126167774200439453e+01,4.619511310011148453e-03
1.167963695526123047e+01,2.741122618317604065e-03
1.208598613739013672e+01,5.442992784082889557e-03
1.249233531951904297e+01,7.013996131718158722e-03
1.291029453277587891e+01,3.861463861539959908e-03
1.332825374603271484e+01,8.247430436313152313e-03
1.373460292816162109e+01,4.201832693070173264e-03
1.414095211029052734e+01,4.440062213689088821e-03
1.455891132354736328e+01,2.399420598521828651e-03
1.496526050567626953e+01,2.072732662782073021e-03
1.537160968780517578e+01,7.531867595389485359e-04
1.578956890106201172e+01,4.081187653355300426e-04
1.619591712951660156e+01,5.037202499806880951e-04
1.660226821899414062e+01,3.131512785330414772e-04
1.702022552490234375e+01,2.644490916281938553e-03
1.742657470703125000e+01,2.758969203568994999e-04
1.783292388916015625e+01,7.334095425903797150e-04
1.825088310241699219e+01,2.670197864063084126e-04
1.866884231567382812e+01,2.267631469294428825e-03
1.907519149780273438e+01,1.947898999787867069e-03
1.948154067993164062e+01,1.121109162340871990e-04
1.988788986206054688e+01,3.015656548086553812e-04
2.029423904418945312e+01,1.232361793518066406e-02
2.071219825744628906e+01,4.308218136429786682e-03
2.113015747070312500e+01,6.304060108959674835e-03
2.154811668395996094e+01,2.758876187726855278e-03
2.195446586608886719e+01,1.495169475674629211e-03
2.236081504821777344e+01,2.619738690555095673e-03
2.276716423034667969e+01,2.591316006146371365e-04
2.318512344360351562e+01,1.300628995522856712e-03
2.359147262573242188e+01,1.437485450878739357e-03
2.400943183898925781e+01,6.126961670815944672e-04
2.442739105224609375e+01,3.865968319587409496e-04
2.484535026550292969e+01,1.644286140799522400e-02
2.525169944763183594e+01,3.540968056768178940e-03
2.565804862976074219e+01,3.626121440902352333e-03
2.606439781188964844e+01,6.106587126851081848e-03
2.647074699401855469e+01,2.878803992643952370e-03
2.688870620727539062e+01,5.791578069329261780e-02
2.730666542053222656e+01,4.239673912525177002e-02
2.771301460266113281e+01,5.219534039497375488e-02
2.811936378479003906e+01,4.412806034088134766e-02
2.853732299804687500e+01,3.660447895526885986e-02
2.894367218017578125e+01,3.569776192307472229e-02
2.935002136230468750e+01,3.194463253021240234e-02
2.976798057556152344e+01,3.248514980077743530e-02
3.018593978881835938e+01,2.396718226373195648e-02
3.059228897094726562e+01,2.136272005736827850e-02
3.099863815307617188e+01,2.176997624337673187e-02
3.140498733520507812e+01,2.643217891454696655e-02
3.181133651733398438e+01,2.985209599137306213e-02
3.222929763793945312e+01,8.813684433698654175e-02
3.264725494384765625e+01,3.674511611461639404e-02
3.305360412597656250e+01,8.116506785154342651e-02
3.345995330810546875e+01,3.880169987678527832e-02
3.387791442871093750e+01,2.260464429855346680e-02
3.428426361083984375e+01,3.051078692078590393e-02
3.469061279296875000e+01,2.288342453539371490e-02
3.510857009887695312e+01,3.018458187580108643e-02
3.552653121948242188e+01,1.337851583957672119e-01
3.592126846313476562e+01,1.040976569056510925e-01
3.633922958374023438e+01,4.335866868495941162e-02
3.675718688964843750e+01,2.305033430457115173e-02
3.717514801025390625e+01,3.219339996576309204e-02
3.758149719238281250e+01,2.012765593826770782e-02
3.798784637451171875e+01,2.534020319581031799e-02
3.839419555664062500e+01,3.407097607851028442e-02
3.880054473876953125e+01,1.022701710462570190e-01
3.921850204467773438e+01,4.056606441736221313e-02
3.963646316528320312e+01,9.277254343032836914e-02
4.004281234741210938e+01,6.720194220542907715e-02
4.044916152954101562e+01,5.513967201113700867e-02
4.086711883544921875e+01,5.444004759192466736e-02
4.127346801757812500e+01,3.008668124675750732e-02
4.167981719970703125e+01,1.095138639211654663e-01
4.209777832031250000e+01,1.927477866411209106e-02
4.250412750244140625e+01,3.317027911543846130e-02
4.291047668457031250e+01,3.449091687798500061e-02
4.332843399047851562e+01,3.695385530591011047e-02
4.374639511108398438e+01,1.596074178814888000e-02
4.415274429321289062e+01,3.436945751309394836e-02
4.455909347534179688e+01,2.637827768921852112e-02
4.497705078125000000e+01,6.088757514953613281e-02
4.538339996337890625e+01,2.113650552928447723e-02
4.578974914550781250e+01,1.836492680013179779e-02
4.620771026611328125e+01,2.626909129321575165e-02
4.661405944824218750e+01,4.567363858222961426e-02
4.702040863037109375e+01,2.765272930264472961e-02
4.741514587402343750e+01,2.597769722342491150e-02
4.783310699462890625e+01,1.804187148809432983e-02
4.825106430053710938e+01,2.435253188014030457e-02
4.866902542114257812e+01,1.830513775348663330e-02
4.907537460327148438e+01,3.106059134006500244e-02
4.948172378540039062e+01,3.467072546482086182e-02
4.989968109130859375e+01,4.090751707553863525e-02
5.031764221191406250e+01,2.180490270256996155e-02
5.072399139404296875e+01,8.096494525671005249e-02
5.113034057617187500e+01,8.252502977848052979e-02
5.154829788208007812e+01,9.975009411573410034e-02
5.196625900268554688e+01,2.505833655595779419e-02
5.237260818481445312e+01,4.118571802973747253e-02
5.277895736694335938e+01,4.386720433831214905e-02
5.318530654907226562e+01,4.581834971904754639e-01
5.360326385498046875e+01,4.013584554195404053e-01
5.402122497558593750e+01,6.140977144241333008e-01
5.442757415771484375e+01,2.669511139392852783e-01
5.483392333984375000e+01,4.251490831375122070e-01
5.524027252197265625e+01,2.615403532981872559e-01
5.564662170410156250e+01,1.899362802505493164e-01
5.605297088623046875e+01,5.063087344169616699e-01
5.647092819213867188e+01,2.919054925441741943e-01
5.688888931274414062e+01,3.199120163917541504e-01
5.729523849487304688e+01,7.402933239936828613e-01
5.770158767700195312e+01,3.118449747562408447e-01
5.811954498291015625e+01,2.613435387611389160e-01
5.853750610351562500e+01,6.449385881423950195e-01
5.894385528564453125e+01,3.290781974792480469e-01
5.935020446777343750e+01,3.699568212032318115e-01
5.976816177368164062e+01,7.837160825729370117e-01
6.018612289428710938e+01,2.622809708118438721e-01
6.059247207641601562e+01,6.355692148208618164e-01
6.099882125854492188e+01,1.789262294769287109e-01
6.141677856445312500e+01,2.803957164287567139e-01
6.182312774658203125e+01,2.410596013069152832e-01
6.222947692871093750e+01,2.642168104648590088e-01
6.264743804931640625e+01,5.451002120971679688e-01
